6.478	6.351	3.648	8.122	-5.812	-11.891	2.872	3.988	3.371	-1.254	-10.586	-1.709	-0.192	1.721	2.437	-1.53	13.099	-5.519	-0.122	5.495	8.793	0.157	1.815	-4.116	-6.307	-2.311	1.656	1.186	-12.075	2.082	-7.895	-1.952
6.27	8.345	5.756	7.31	-5.008	-6.069	5.038	6.918	0.925	0.009	-13.011	-7.101	-2.219	-1.08	-1.025	-1.135	10.668	-5.574	2.997	6.198	6.479	-1.436	4.574	0.323	-6.277	-5.546	0.445	3.054	-11.291	3.429	-8.79	-3.179
8.39	11.331	10.101	8.766	-4.753	-1.116	7.003	6.763	-0.365	0.735	-14.532	-10.988	-3.273	-1.973	-0.694	-0.818	6.294	-6.771	5.715	6.103	1.515	-5.176	6.809	1.278	-6.576	-12.086	-1.904	2.581	-10.323	4.349	-6.046	-0.337
6.504	7.838	5.894	6.681	-2.116	0.079	5.601	5.857	0.364	1.072	-10.156	-6.447	-1.668	-3.702	-0.415	1.218	2.223	-7.107	4.005	3.791	-2.408	-5.81	3.973	0.61	-4.063	-8.233	-1.416	1.978	-5.512	3.403	-2.113	0.074
-0.477	-0.752	-3.068	-1.088	-2.091	-0.704	2.244	1.317	-0.485	-0.101	-4.86	-2.306	-0.661	-3.675	-0.064	3.213	0.848	-3.832	0.691	4.189	-2.256	-2.309	3.148	2.102	1.889	-2.515	1.607	4.097	0.954	3.62	0.759	0.568
-3.7	-4.776	-5.214	-4.26	-2.848	-2.05	-0.354	-2.49	-2.221	-2.793	-2.596	-2.515	-2.598	-2.531	-0.433	0.346	2.184	1.871	-0.074	5.6	-0.015	2.079	5.243	1.189	5.423	0.745	2.616	3.783	3.043	3.974	1.664	1.709
-3.673	-4.602	-3.166	-2.625	0.495	-1.61	-1.546	1.202	-1.204	-4.404	0.529	0.897	-3.037	-3.625	-4.098	-3.957	1.899	5.366	0.992	3.454	1.428	4.171	3.678	-1.755	3.354	5.019	1.815	0.111	2.376	2.935	0.783	-1.204
-2.459	-2.543	-0.27	-1.923	2.342	2.233	-0.598	1.111	1.186	-3.332	3.841	4.258	-0.351	-2.977	-5.739	-4.118	-0.829	5.008	1.903	1.272	1.243	3.01	0.49	-1.91	-1.19	4.326	0.974	-2.274	0.702	1.229	-0.916	-3.698
1.376	1.767	3.508	0.066	2.586	6.865	1.561	-2.957	2.358	-0.286	5.249	3.911	1.517	-0.374	-4.389	-2.761	-2.754	4.043	2.469	0.573	-1.077	0.005	-0.032	-0.285	-3.098	0.761	-2.355	-3.962	-2.592	-3.375	-4.036	-4.284
2.552	3.557	4.465	1.772	6.887	10.129	1.886	0.942	1.876	2.155	5.945	4.762	-0.219	-1.924	-6.388	-3.304	-3.688	5.251	3.641	-1.075	-3.296	-1.19	0.836	1.872	-0.315	1.223	-6.154	-5.066	-3.537	-9.249	-6.895	-7.449
-1.972	-0.336	1.921	-1.801	7.855	10.157	-0.814	2.998	-1.288	1.555	3.913	1.592	-4.013	-3.99	-6.747	-3.106	-4.5	6.285	3.826	-1.551	-2.389	1.556	2.014	4.573	4.207	2.749	-3.463	-1.745	0.698	-8.319	-3.693	-6.172
-6.772	-5.566	-2.725	-6.373	1.148	4.864	-4.676	-4.264	-5.481	-1.264	-0.206	-5.285	-5.665	-2.189	-1.166	-0.361	-3.848	5.071	1.062	0.349	0.593	5.216	3.021	4.858	7.981	4.962	3.607	3.69	6.516	-1.602	3.425	1.081
-7.834	-6.623	-7.65	-7.081	-2.461	-1.111	-7.111	-9.984	-6.751	-3.07	-0.59	-3.871	-4.861	-1.53	1.958	1.858	-2.914	4.511	-1.617	0.774	3.013	6.398	1.685	2.823	10.394	6.772	6.607	5.779	10.272	1.956	6.79	3.47
-6.047	-3.897	-8.003	-6.029	-0.947	-2.571	-6.592	-10.281	-4.801	-1.509	2.448	0.987	-3.286	-0.478	3.103	2.612	-4.536	3.463	-3.033	-2.254	2.196	4.486	-2.546	2.258	8.585	2.99	4.664	4.991	11.198	1.223	7.926	3.679
-4.795	-2.907	-4.53	-4.551	-1.271	-2.37	-3.473	-6.321	-1.511	2.259	5.324	1.212	1.615	5.491	8.052	4.637	-6.993	-2.123	-6.25	-6.658	-2.899	-0.373	-6.718	1.97	2.869	-0.704	2.178	2.533	9.33	-0.128	9.663	7.442
-4.918	-4.42	-2.789	-3.302	-0.745	-2.316	-0.9	-2.412	0.623	4.498	8.528	2.708	7.827	9.674	11.407	6.677	-7.7	-6.252	-8.789	-10.616	-7.908	-4.67	-8.16	-0.756	-1.019	0.945	0.741	-1.411	7.043	-0.933	9.946	9.399
-3.553	-4.407	-2.627	-3.871	1.935	-0.953	-0.976	-4.163	-0.359	3.658	9.363	3.111	8.219	7.588	10.211	5.234	-6.822	-3.619	-6.321	-12.019	-8.025	-4.057	-6.758	-1.823	-1.672	1.95	-0.455	-3.33	6.409	-0.547	9.369	9.308
-0.882	-2.537	-1.129	-3.409	0.631	-0.134	-0.453	-1.884	-0.961	0.821	3.656	-0.14	4.228	3.739	6.281	1.131	-2.479	-0.346	-0.674	-6.023	-2.942	-0.658	-2.266	0.791	-2.31	-0.465	-2.12	-3.411	2.877	-0.495	5.227	6.339
1.655	0.867	2.102	0.596	-2.261	0.24	1.854	5.971	1.393	-2.053	-2.944	2.107	0.997	0.881	-0.507	-3.23	4.854	1.441	4.523	4.784	3.604	1.361	3.481	0.659	-3.303	-4.587	-3.758	-5.534	-5.613	-3.058	-4.472	-2.051
4.761	5.18	5.159	4.346	-1.198	2.113	2.232	5.165	2.33	-1.998	-3.292	5.967	-0.617	0.151	-4.453	-5.136	7.469	3.003	5.95	7.37	4.803	1.11	4.643	-2.907	-3.308	-6.956	-4.152	-5.993	-10.246	-5.342	-9.847	-6.306
7.253	6.944	6.142	5.453	0.738	2.456	2.083	2.011	1.21	0.334	-1.291	2.821	0.212	0.708	-3.969	-2.813	3.582	0.229	3.073	1.05	0.738	-0.883	0.495	-3.821	-2.741	-3.868	-2.832	-1.902	-7.622	-3.585	-7.329	-4.875
8.665	7.079	5.857	5.631	1.711	-0.401	2.979	5.669	1.907	0.968	-1.256	0.505	0.663	-1.299	-5.674	-0.722	1.466	-2.745	0.691	-1.177	-0.176	-2.221	-3.392	-3.911	-2.772	-0.963	-0.683	0.232	-4.773	0.019	-5.232	-6.645
8.77	6.479	3.522	4.603	2.057	-3.999	0.18	6.017	3.242	0.742	-0.447	1.853	-1.928	-3.696	-5.984	-1.555	3.559	-0.077	0.24	0.649	1.972	-1.621	-5.239	-5.488	-3.313	-0.38	0.829	-0.145	-2.719	2.137	-4.12	-6.14
3.867	1.136	-1.889	1.597	-1.024	-7.265	-3.31	2.656	4.137	1.929	0.991	0.003	-1.015	-1.882	-0.8	-0.18	3.571	-0.232	-1.308	-0.547	0.999	-1.641	-5.418	-3.523	-3.201	4.721	2.083	2.292	0.058	4.516	-1.297	-0.022
-3.796	-5.49	-5.563	-2.025	-3.994	-6.949	-0.539	-0.414	5.308	3.118	1.606	-2.559	4.12	0.598	2.235	3.72	-1.162	-5.421	-3.393	-1.691	-1.613	-2.445	-2.349	1.248	-1.657	7.039	3.53	5.043	1.296	7.756	1.692	2.749
-6.438	-6.32	-5.311	-4.251	-2.298	-0.588	3.201	-4.993	3.256	4.117	2.245	-3.153	3.788	-1.086	0.784	5.281	-5.325	-6.093	-3.543	-0.841	-3.089	-1.927	2.833	4.167	1.566	-0.652	2.372	6.354	2.71	6.613	4.315	2.306
-3.812	-2.73	-3.371	-3.016	-1.578	4.904	3.245	-2.587	-1.63	3.733	-1.396	-5.58	-1.528	-4.832	-1.804	4.273	-2.94	-3.138	0.149	1.416	-2.389	-0.88	7.293	5.71	4.064	-5.314	-1.111	7.402	2.637	1.342	2.475	0.992
-0.219	1.735	0.814	0.042	-2.676	4.242	2.848	3.789	-3.51	-0.635	-8.28	-7.415	-4.039	-5.246	-3.985	0.755	2.691	-0.67	5.291	5.78	1.693	0.131	8.5	4.451	2.037	-2.888	-1.619	3.547	-2.125	0.033	-2.864	-2.208
1.69	3.208	3.292	1.04	-0.014	1.229	0.867	0.837	-2.617	-4.843	-6.78	-4.144	-3.325	-0.765	-1.073	-3.412	3.473	2.67	3.272	5.196	4.193	1.222	3.542	-0.611	-1.864	-1.681	0.707	-3.264	-2.632	2.764	-0.946	-1.231
0.813	-0.172	0.255	1.911	1.991	-2.354	-2.324	-1.046	-1.456	-4.674	0.604	0.472	-1.126	2.973	4.634	-2.318	0.992	3.079	-3.952	-1.597	2.07	0.756	-3.805	-4.546	-3.025	1.248	1.611	-4.499	2.828	2.739	4.893	3.023
0.972	-1.029	-0.527	4.752	0.901	-5.134	-2.333	2.657	-0.068	-3.672	0.604	1.071	0.002	1.126	3.833	0.408	1.808	0.847	-3.573	-2.55	0.579	-0.4	-4.597	-5.278	-3.409	5.945	1.797	-3.134	2.337	0.427	3.46	2.18
4.267	2.683	3.101	5.499	2.746	-1.958	-2.089	-2.816	-1.654	-4.071	-4.303	-1.226	-3.698	-2.559	-0.68	-2.463	4.313	2.565	2.444	2.526	1	0.668	0.651	-3.502	-2.6	5.6	2.34	-3.45	-1.776	-0.533	-0.289	-0.737
5.109	2.73	3.019	3.76	3.946	3.83	-3.29	-8.274	-5.711	-4.014	-6.561	-2.813	-7.631	-3.45	-1.962	-5.026	4.3	4.134	3.833	4.219	1.688	2.883	4.202	1.451	2.162	3.062	1.079	-1.494	-1.689	-0.865	-1.522	-1.104
1.859	-0.389	0.248	2.796	0.628	4.614	-1.17	-0.779	-5.155	-2.54	-6.348	-3.281	-6.225	-3.045	-2.83	-2.746	2.831	1.801	2.899	3.882	3.68	3.691	4.867	6.577	5.288	0.971	-1.637	1.068	-2.253	-2.314	-4.402	-2.585
-1.249	-1.926	-0.847	0.975	0.247	3.391	2.547	3.708	-0.536	0.07	-2.563	-2.228	-3.697	-3.493	-4.951	-2.125	2.282	2.633	2.636	3.954	4.949	4.299	4.722	7.807	4.134	-1.336	-2.855	0.833	-3.665	-5.075	-6.732	-5.915
-3.04	-3.229	-1.454	-1.573	2.311	3.634	3.289	-0.845	1.548	1.368	2.34	1.734	-1.855	-2.533	-4.397	-3.771	2.47	5.474	0.951	2.779	3.888	5.195	2.155	4.585	3.745	-1.562	-2.219	0.128	-2.617	-6.671	-5.693	-6.134
-2.644	-1.93	0.825	-0.662	0.661	1.935	3.145	0.01	1.841	0.788	3.112	5.634	2.375	2.013	-0.396	-3.028	1.314	2.633	0.708	1.777	0.603	2.102	-2.023	-1.317	2.222	-3.788	-2.695	-1.72	-3.412	-5.03	-3.975	-1.076
-0.445	2.399	5.066	1.699	-0.949	-0.888	4.296	6.526	4.261	2.381	3.241	7.021	5.989	6.442	3.232	-0.901	-2.2	-3.427	1.353	-0.291	-5.83	-5.013	-4.102	-5.068	-1.789	-8.898	-4.098	-3.748	-4.419	-2.584	-2.306	3.052
-1.866	1.83	3.206	0.147	-1.495	-2.361	4.615	8.096	7.116	5.623	5.338	8.473	7.618	7.531	4.653	2.32	-6.622	-8.228	-2.544	-4.956	-9.772	-8.464	-4.739	-4.022	-2.328	-7.553	-1.811	-1.121	-1.053	-0.305	-0.046	2.717
-5.202	-2.086	-2.025	-3.134	-3.585	-3.384	2.204	3.515	6.472	5.444	5.715	8.289	9.84	7.583	5.818	6.185	-8.568	-10.383	-6.608	-7.352	-6.397	-6.297	-5.152	-1.799	-2.605	-2.008	1.705	1.711	1.793	2.649	2.892	4.768
-1.394	0.348	-0.637	-2.229	-1.85	-1.738	-0.642	-0.977	2.383	1.309	3.551	2.576	7.503	5.207	4.928	4.316	-4.023	-5.421	-3.593	-4.417	-1.216	-3.303	-3.455	-1.752	-7.601	-0.708	-0.47	-1.617	0.693	2.774	4.361	7.092
5.428	6.136	4.366	0.776	2.434	2.076	-1.155	-1.296	-1.922	-3.841	-0.604	-4.112	-0.607	-1.305	0.127	-2.166	3.942	4.186	2.431	1.238	3.076	0.577	-0.72	-4.026	-8.925	0.414	-3.609	-5.755	-0.999	-0.187	2.115	1.907
4.047	6.637	4.512	-0.576	0.188	2.468	-2.224	-1.281	-5.306	-5.608	-4.884	-7.003	-4.226	-4.646	-2.213	-2.626	5.883	7.37	5.267	5.54	6.15	4.599	1.916	-4.651	-3.284	3.346	-1.329	-4.061	-1.051	-1.315	0.424	-2.059
-0.176	4.595	2.267	-3.613	-4.067	1.886	-5.741	-5.295	-8.067	-1.95	-5.992	-8.208	-3.2	-3.569	-1.137	2.059	2.611	4.372	6.258	6.228	4.123	4.112	6.791	1.044	1.296	2.909	0.549	1.719	-0.155	-1.371	0.435	-0.715
1.198	4.422	2.163	-2.896	-2.534	3.782	-7.683	-7.966	-8.719	0.745	-5.861	-8.132	-5.084	-4.99	-2.988	2.324	1.886	3.938	6.327	4.776	1.614	2.018	10.344	6.982	3.872	0.621	-0.264	6.32	0.747	-1.856	-1.9	-3.202
0.929	1.825	0.746	-2.15	-0.667	1.814	-6.703	-4.145	-6.808	-1.339	-4.892	-5.353	-6.012	-5.04	-3.886	0.245	1.224	3.678	2.609	1.559	3.17	2.663	6.512	5.088	6.924	0.945	2.193	6.873	3.248	0.629	-1.652	-4.225
-3.72	-4.097	-3.72	-3.177	-1.326	-4.209	-3.992	1.445	-2.855	-2.155	0.203	-1.378	-2.639	0.074	-0.331	1.037	-2.952	-1.108	-2.926	-3.829	1.817	2.385	-0.61	0.645	7.3	3.639	6.139	4.986	6.904	4.434	3.097	0.919
-4.696	-7.364	-7.554	-2.451	0.031	-6.214	0.639	4.757	3.551	0.422	6.018	3.42	0.814	3.083	0.821	1.051	-6.359	-5.269	-5.655	-7.52	-3.238	-0.346	-4.942	-0.578	5.05	5.113	5.977	3.269	7.123	5.231	4	1.817
-4.294	-8.34	-9.528	-3.061	1.878	-4.566	4.556	5.82	9.59	3.403	9.79	8.806	4.076	3.613	-0.088	0.46	-8.296	-6.435	-7.634	-9.195	-6.293	-2.711	-7.805	-0.518	3.252	3.263	3.817	2.139	5.701	4.642	3.226	0.731
-6.869	-10.657	-9.668	-5.779	2.239	-2.94	5.58	2.378	11.008	6.961	13.631	10.738	5.941	5.137	1.784	3.035	-10.259	-6.633	-10.996	-11.864	-8.384	-3.853	-10.308	0.235	1.608	2.225	3.243	1.103	6.942	3.95	6.137	4.334
-6.218	-10.774	-7.45	-3.533	3.493	-1.115	4.77	-1.574	8.388	7.955	13.504	7.606	4.204	4.155	3.992	4.129	-8.619	-3.467	-10.874	-10.972	-8.268	-2.945	-10.405	-0.005	-0.358	3.717	2.276	-1	6.096	1.932	6.63	4.73
-1.953	-5.553	-4.151	1.753	3.055	-0.828	2.488	1.32	4.304	2.473	6.581	3.159	3.122	2.317	4.966	0.933	-1.507	1.745	-4.727	-3.436	-2.478	-0.992	-6.997	-2.374	-3.174	1.617	-1.769	-3.901	0.165	-0.032	2.902	0.972
0.885	1.354	0.576	2.989	-0.462	-0.84	0.835	2.033	-0.008	-3.421	-1.126	-0.533	2.392	1.885	4.074	-1.492	6.652	4.085	2.93	4.186	3.853	-0.462	-0.91	-1.876	-6.516	-3.667	-5.179	-4.562	-5.083	-0.927	-0.821	-0.845
4.15	5.433	6.164	2.95	-1.255	2.522	1.025	-6.702	-3.663	-4.023	-6.389	-4.136	-1.706	-2.591	-0.256	-2.355	9.687	5.06	7.285	7.384	5.018	0.408	4.987	1.367	-5.552	-4.151	-3.115	-2.521	-5.939	-1.991	-3.835	-3.259
8.304	6.342	8.176	5.125	0.467	5.087	-0.503	-9.293	-6.52	-3.078	-10.222	-6.928	-5.288	-8.881	-4.79	-3.451	7.88	5.617	7.585	7.86	3.177	2.102	8.354	2.047	0.256	-0.538	0.354	-0.282	-4.25	-3.322	-5.027	-6.359
10.231	7.189	6.59	5.782	-0.139	3.829	-4.134	-1.681	-8.535	-3.106	-11.443	-8.151	-7.365	-9.894	-7.343	-2.956	6.807	4.309	6.254	7.539	2.55	2.189	8.945	1.458	4.657	0.296	0.797	1.543	-2.206	-3.504	-4.423	-6.085
8.357	6.641	3.535	2.286	-0.823	2.616	-7.353	-0.605	-9.025	-2.696	-8.753	-7.389	-9.765	-7.352	-7.486	-1.301	4.409	3.717	4.268	5.706	2.565	2.579	6.599	1.171	7.036	0.165	2.283	2.901	1.366	-1.26	-1.748	-2.645
1.485	0.024	-2.131	-1.978	-0.179	0.125	-8.568	-3.893	-6.501	-2.5	-3.266	-3.045	-7.464	-3.101	-2.532	-0.362	-2.028	2.393	0.486	0.881	0.957	3.813	2.411	-0.833	8.326	4.441	5.111	2.887	5.834	2.391	4.073	2.746
-5.341	-6.831	-6.407	-1.823	-0.614	-5	-3.432	0.652	0.275	-1.351	1.552	3.405	-0.257	2.971	4.201	0.643	-4.459	-3.325	-3.528	-3.91	-0.197	1.376	-1.925	-2.746	3.433	6.203	3.289	1.528	4.401	4.038	6.041	7.138
-5.157	-4.586	-3.688	2.541	0.488	-5.484	6.927	6.598	7.736	3.038	3.849	6.923	5.502	6.704	6.383	1.516	-2.011	-8.115	-4.958	-4.833	-1.008	-4.427	-5.805	-2.43	-5.84	-2.624	-2.827	-1.016	-2.743	1.323	1.045	6.977
-0.208	3.519	3.369	6.831	4.122	0.429	12.955	8.061	10.554	6.077	4.482	5.879	7.32	5.73	3.227	0.518	-1.57	-6.934	-2.444	-2.296	-3.449	-8.038	-6.334	-1.379	-11.191	-11.237	-8.372	-4.878	-8.052	-4.722	-4.09	2.12
6.272	9.865	9.279	8.901	5.569	5.2	11.632	8.095	8.74	3.278	2.013	2.58	4.112	1.51	-3.562	-2.609	1.386	-1.719	3.693	3.287	-1.756	-6.491	-1.83	-0.588	-12.196	-9.406	-10.761	-8.464	-11.906	-9.3	-9.291	-5.534
10.434	10.441	9.405	6.845	3.679	5.956	7.146	4.269	3.932	-0.745	-2.427	-0.842	-0.66	-2.427	-7.696	-5.241	7.837	4.523	8.252	8.318	3.874	-1.281	3.591	0.412	-10.281	-5.961	-9.066	-8.033	-13.47	-8.577	-12.803	-9.404
5.052	4.8	4.04	1.301	-0.176	4.976	2.233	-2.529	-1.962	-2.327	-4.489	-3.144	-1.294	-2.541	-4.761	-4.526	8.584	6.929	7.599	8.233	4.637	3.914	7.464	2.294	-4.028	-4.789	-4.857	-2.656	-8.293	-5.094	-8.404	-6.186
-3.258	0.294	1.629	-1.946	-4.249	3.264	-2.228	-4.485	-4.826	-4.111	-6.462	-4.414	-1.955	-2.049	-2.243	-2.666	5.443	3.928	6.029	7.515	4.07	6.791	9.43	3.82	2.463	0.331	-0.083	2.113	-2.99	-1.203	-3.941	-4.013
-3.364	1.273	4.041	-2.581	-4.548	2.009	-6.006	-1.727	-4.406	-4.948	-8.034	-4.872	-3.747	-3.007	-2.263	-1.715	2.346	0.565	4.793	6.578	4.238	5.526	6.205	2.609	4.683	3.938	3.933	2.741	-0.975	3.681	-3.282	-3.685
-1.327	1.973	5.017	-3.831	-2.611	2.165	-5.296	-0.104	-2.601	-1.606	-3.33	-4.153	0.122	-0.195	1.685	1.295	-3.355	-2.569	1.725	-0.173	-2.576	-0.841	0.057	0.434	3.735	-0.103	3.901	2.765	2.135	5.081	1.191	1.391
-1.765	1.035	4.247	-3.298	-3.121	1.874	0.19	0.176	-0.345	1.709	1.314	-3.167	4.183	3.414	4.59	4.532	-5.79	-5.333	0.049	-4.672	-6.971	-5.015	-1.754	-0.132	2.101	-3.095	1.019	3.126	2.209	1.436	3.276	3.977
-0.74	-0.328	0.693	-2.744	-3.749	-1.539	-0.906	0.052	-2.114	0.377	-0.128	-1.687	1.564	1.664	2.261	3.532	-2.08	-2.193	-1.012	-1.985	0.417	0.069	-1.382	-1.158	2.915	1.577	1.636	2.039	1.813	1.412	0.986	0.739
-2.612	-5.547	-8.221	-6.136	-3.544	-8.115	-9.211	-2.731	-6.26	-2.033	0.81	1.196	-0.077	1.342	3.794	2.257	-0.551	2.427	-6.438	-3.172	6.023	6.13	-4.87	-3.713	5.508	8.428	5.974	1.926	9.011	7.404	6.766	4.234
-8.055	-11.357	-15.24	-7.544	-5.204	-13.702	-10.512	-3.376	-4.166	-1.593	4.16	3.267	1.658	5.385	9.396	3.019	-1.94	-0.327	-12.457	-7.742	4.493	4.518	-8.743	-5.545	5.081	12.134	9.827	2.816	13.605	12.176	13.871	12.099
-8.938	-11.665	-14.703	-4.181	-4.443	-12.729	-4.99	3.911	0.929	0.054	3.403	4.624	1.054	6.02	9.464	1.615	-3.688	-4.279	-13.232	-7.458	2.26	0.946	-7.86	-5.281	2.691	12.807	9.92	1.603	9.445	11.742	10.746	10.213
-5.499	-7.534	-8.727	-1.492	1.055	-4.909	-0.069	7.424	2.883	1.857	3.864	6.803	0.134	3.954	4.395	-0.543	-6.26	-2.469	-8.357	-5.401	-1.674	-0.892	-4.136	-2.411	-0.186	7.387	2.628	-0.288	4.994	5.051	5.544	2.876
-0.922	-0.711	0.662	0.292	4.773	3.4	5.165	-0.489	4.876	3.825	6.066	5.621	0.544	2.639	-0.281	-0.689	-3.946	0.56	-0.135	-2.443	-3.587	-3.81	-0.8	1.635	-5.28	-4.764	-6.989	-1.686	-0.085	-4.045	1.385	-0.781
3.194	4.264	6.041	1.196	4.759	6.283	5.615	-4.9	4.125	2.618	3.859	1.108	-0.831	-1.355	-3.263	-0.979	1.823	2.75	4.759	1.568	-1.243	-4.117	1.11	3.321	-5.815	-9.108	-7.42	-2.66	-3.282	-6.867	-3.155	-3.396
1.458	1.997	2.602	-0.786	3.652	3.364	0.314	-1.833	-0.568	-1.072	2.162	-0.108	-0.745	-4.363	-3.653	-0.195	0.862	3.469	3.33	0.9	-2.339	-0.619	1.326	2.483	1.238	-1.28	-1.442	-0.066	0.862	-4.388	-2.027	-4.534
-2.746	-1.12	-0.112	-1.048	1.434	-0.705	0.917	-1.306	0.717	-0.235	4.308	1.177	4.156	-0.603	-1.837	2.639	-3.384	-0.911	1.488	-2.291	-4.985	-1.09	0.917	2.042	4.239	-1.175	-0.079	3.913	1.235	-3.471	0.084	-2.166
-0.759	0.926	2.151	1.616	0.447	0.435	5.418	0.212	4.981	4.032	4.511	1.253	6.834	2.148	-1.819	2.823	-3.142	-4.673	1.48	-3.322	-5.259	-4.263	1.173	2.63	1.189	-8.544	-1.849	3.194	-3.906	-4.421	-3.062	-2.435
3.229	2.563	2.407	1.716	2.405	6.535	4.212	1.111	1.666	4.146	2.173	0.086	1.881	-2.412	-4.572	0.263	-1.664	-0.997	1.65	-2.984	-6.211	-1.739	1.552	2.813	1.562	-4.213	-0.823	0.728	-1.9	-6.042	-3.909	-5.234
3.357	1.155	-0.005	-0.112	3.831	8.979	1.058	-7.085	-3.352	1.502	0.888	-3.186	-3.425	-6.228	-4.908	-0.192	-1.548	3.164	1.869	-1.456	-3.89	2.764	0.759	1.924	4.004	2.617	1.203	0.907	3.585	-5.798	0.064	-2.446
